ICDCMCode,DiagnosisDesc,TotalDiag
T24.319A,"BURN OF THIRD DEGREE OF UNSPECIFIED THIGH, INITIAL ENCOUNTER",1
T24.321A,"BURN OF THIRD DEGREE OF RIGHT KNEE, INITIAL ENCOUNTER",18
T24.321D,"BURN OF THIRD DEGREE OF RIGHT KNEE, SUBSEQUENT ENCOUNTER",3
T24.322A,"BURN OF THIRD DEGREE OF LEFT KNEE, INITIAL ENCOUNTER",13
T24.322D,"BURN OF THIRD DEGREE OF LEFT KNEE, SUBSEQUENT ENCOUNTER",2
T24.331A,"BURN OF THIRD DEGREE OF RIGHT LOWER LEG, INITIAL ENCOUNTER",39
T24.331D,"BURN OF THIRD DEGREE OF RIGHT LOWER LEG, SUBS ENCNTR",9
T24.331S,"BURN OF THIRD DEGREE OF RIGHT LOWER LEG, SEQUELA",2
T24.332A,"BURN OF THIRD DEGREE OF LEFT LOWER LEG, INITIAL ENCOUNTER",34
T24.332D,"BURN OF THIRD DEGREE OF LEFT LOWER LEG, SUBSEQUENT ENCOUNTER",3
T24.391A,"BURN 3RD DEG MU SITES OF RIGHT LOWER LIMB, EX ANK/FT, INIT",19
T24.391D,"BURN 3RD DEG MU SITES OF RIGHT LOWER LIMB, EX ANK/FT, SUBS",2
T24.391S,"BURN 3RD DEG MU SITES OF RIGHT LOWER LIMB, EX ANK/FT, SQLA",1
T24.392A,"BURN 3RD DEG MU SITES OF LEFT LOWER LIMB, EX ANK/FT, INIT",18
T24.392D,"BURN 3RD DEG MU SITES OF LEFT LOWER LIMB, EX ANK/FT, SUBS",1
T24.401A,"CORROS UNSP DEG OF UNSP SITE RIGHT LOW LIMB, EX ANK/FT, INIT",19
T24.401D,"CORROS UNSP DEG OF UNSP SITE RIGHT LOW LIMB, EX ANK/FT, SUBS",1
T24.402A,"CORROS UNSP DEG OF UNSP SITE LEFT LOW LIMB, EX ANK/FT, INIT",17
T24.409D,"CORROS UNSP DEG OF UNSP SITE UNSP LOW LIMB, EX ANK/FT, SUBS",1
T24.411A,"CORROSION OF UNSPECIFIED DEGREE OF RIGHT THIGH, INIT ENCNTR",17
T24.411D,"CORROSION OF UNSPECIFIED DEGREE OF RIGHT THIGH, SUBS ENCNTR",5
T24.412A,"CORROSION OF UNSPECIFIED DEGREE OF LEFT THIGH, INIT ENCNTR",26
T24.412D,"CORROSION OF UNSPECIFIED DEGREE OF LEFT THIGH, SUBS ENCNTR",3
T24.421A,"CORROSION OF UNSPECIFIED DEGREE OF RIGHT KNEE, INIT ENCNTR",7
T24.422A,"CORROSION OF UNSPECIFIED DEGREE OF LEFT KNEE, INIT ENCNTR",7
T24.431A,"CORROSION OF UNSP DEGREE OF RIGHT LOWER LEG, INIT ENCNTR",12
T24.431D,"CORROSION OF UNSP DEGREE OF RIGHT LOWER LEG, SUBS ENCNTR",1
T24.432A,"CORROSION OF UNSP DEGREE OF LEFT LOWER LEG, INIT ENCNTR",13
T24.432D,"CORROSION OF UNSP DEGREE OF LEFT LOWER LEG, SUBS ENCNTR",1
T24.439A,"CORROSION OF UNSP DEGREE OF UNSP LOWER LEG, INIT ENCNTR",1
T24.491A,"CORROS UNSP DEG MULT SITES OF R LOW LIMB, EX ANK/FT, INIT",3
T24.492A,"CORROS UNSP DEG MULT SITES OF LEFT LOW LIMB, EX ANK/FT, INIT",4
T24.501A,"CORROS 1ST DEG OF UNSP SITE RIGHT LOW LIMB, EX ANK/FT, INIT",5
T24.501D,"CORROS 1ST DEG OF UNSP SITE RIGHT LOW LIMB, EX ANK/FT, SUBS",1
T24.502A,"CORROS 1ST DEG OF UNSP SITE LEFT LOWER LIMB, EX ANK/FT, INIT",3
T24.502D,"CORROS 1ST DEG OF UNSP SITE LEFT LOWER LIMB, EX ANK/FT, SUBS",1
T24.511A,"CORROSION OF FIRST DEGREE OF RIGHT THIGH, INITIAL ENCOUNTER",16
T24.511D,"CORROSION OF FIRST DEGREE OF RIGHT THIGH, SUBS ENCNTR",1
T24.512A,"CORROSION OF FIRST DEGREE OF LEFT THIGH, INITIAL ENCOUNTER",22
T24.522A,"CORROSION OF FIRST DEGREE OF LEFT KNEE, INITIAL ENCOUNTER",2
T24.531A,"CORROSION OF FIRST DEGREE OF RIGHT LOWER LEG, INIT ENCNTR",4
T24.532A,"CORROSION OF FIRST DEGREE OF LEFT LOWER LEG, INIT ENCNTR",5
T24.591A,"CORROS 1ST DEG MULT SITES OF RIGHT LOW LIMB, EX ANK/FT, INIT",1
T24.592A,"CORROS 1ST DEG MULT SITES OF LEFT LOW LIMB, EX ANK/FT, INIT",1
T24.601A,"CORROS 2ND DEG OF UNSP SITE RIGHT LOW LIMB, EX ANK/FT, INIT",8
T24.601D,"CORROS 2ND DEG OF UNSP SITE RIGHT LOW LIMB, EX ANK/FT, SUBS",1
T24.602A,"CORROS 2ND DEG OF UNSP SITE LEFT LOWER LIMB, EX ANK/FT, INIT",7
T24.611A,"CORROSION OF SECOND DEGREE OF RIGHT THIGH, INITIAL ENCOUNTER",15
T24.611D,"CORROSION OF SECOND DEGREE OF RIGHT THIGH, SUBS ENCNTR",3
T24.612A,"CORROSION OF SECOND DEGREE OF LEFT THIGH, INITIAL ENCOUNTER",15
T24.612D,"CORROSION OF SECOND DEGREE OF LEFT THIGH, SUBS ENCNTR",2
T24.621A,"CORROSION OF SECOND DEGREE OF RIGHT KNEE, INITIAL ENCOUNTER",5
T24.622A,"CORROSION OF SECOND DEGREE OF LEFT KNEE, INITIAL ENCOUNTER",8
T24.631A,"CORROSION OF SECOND DEGREE OF RIGHT LOWER LEG, INIT ENCNTR",4
T24.632A,"CORROSION OF SECOND DEGREE OF LEFT LOWER LEG, INIT ENCNTR",5
T24.692A,"CORROS 2ND DEG MUL SITES OF LEFT LOWER LIMB, EX ANK/FT, INIT",2
T24.701A,"CORROS THIRD DEG OF UNSP SITE R LOW LIMB, EX ANK/FT, INIT",1
T24.711A,"CORROSION OF THIRD DEGREE OF RIGHT THIGH, INITIAL ENCOUNTER",3
T24.712A,"CORROSION OF THIRD DEGREE OF LEFT THIGH, INITIAL ENCOUNTER",2
T25.011A,"BURN OF UNSPECIFIED DEGREE OF RIGHT ANKLE, INITIAL ENCOUNTER",55
T25.011D,"BURN OF UNSPECIFIED DEGREE OF RIGHT ANKLE, SUBS ENCNTR",6
T25.011S,"BURN OF UNSPECIFIED DEGREE OF RIGHT ANKLE, SEQUELA",1
T25.012A,"BURN OF UNSPECIFIED DEGREE OF LEFT ANKLE, INITIAL ENCOUNTER",40
T25.012D,"BURN OF UNSPECIFIED DEGREE OF LEFT ANKLE, SUBS ENCNTR",5
T25.012S,"BURN OF UNSPECIFIED DEGREE OF LEFT ANKLE, SEQUELA",2
T25.019A,"BURN OF UNSPECIFIED DEGREE OF UNSPECIFIED ANKLE, INIT ENCNTR",1
T25.021A,"BURN OF UNSPECIFIED DEGREE OF RIGHT FOOT, INITIAL ENCOUNTER",250
T25.021D,"BURN OF UNSPECIFIED DEGREE OF RIGHT FOOT, SUBS ENCNTR",28
T25.021S,"BURN OF UNSPECIFIED DEGREE OF RIGHT FOOT, SEQUELA",1
T25.022A,"BURN OF UNSPECIFIED DEGREE OF LEFT FOOT, INITIAL ENCOUNTER",258
T25.022D,"BURN OF UNSPECIFIED DEGREE OF LEFT FOOT, SUBS ENCNTR",29
T25.022S,"BURN OF UNSPECIFIED DEGREE OF LEFT FOOT, SEQUELA",2
T25.029A,"BURN OF UNSPECIFIED DEGREE OF UNSPECIFIED FOOT, INIT ENCNTR",13
T25.031A,"BURN OF UNSP DEGREE OF RIGHT TOE(S) (NAIL), INIT ENCNTR",16
T25.031D,"BURN OF UNSP DEGREE OF RIGHT TOE(S) (NAIL), SUBS ENCNTR",6
T25.032A,"BURN OF UNSP DEGREE OF LEFT TOE(S) (NAIL), INIT ENCNTR",13
T25.032D,"BURN OF UNSP DEGREE OF LEFT TOE(S) (NAIL), SUBS ENCNTR",2
T25.032S,"BURN OF UNSPECIFIED DEGREE OF LEFT TOE(S) (NAIL), SEQUELA",1
T25.039A,"BURN OF UNSP DEGREE OF UNSP TOE(S) (NAIL), INIT ENCNTR",1
T25.091A,"BURN OF UNSP DEG MULT SITES OF RIGHT ANKLE AND FOOT, INIT",6
T25.091D,"BURN OF UNSP DEG MULT SITES OF RIGHT ANKLE AND FOOT, SUBS",1
T25.092A,"BURN OF UNSP DEG MULT SITES OF LEFT ANKLE AND FOOT, INIT",3
T25.099A,"BURN OF UNSP DEG MULT SITES OF UNSP ANKLE AND FOOT, INIT",1
T25.111A,"BURN OF FIRST DEGREE OF RIGHT ANKLE, INITIAL ENCOUNTER",27
T25.111D,"BURN OF FIRST DEGREE OF RIGHT ANKLE, SUBSEQUENT ENCOUNTER",2
T25.112A,"BURN OF FIRST DEGREE OF LEFT ANKLE, INITIAL ENCOUNTER",31
T25.119A,"BURN OF FIRST DEGREE OF UNSPECIFIED ANKLE, INITIAL ENCOUNTER",1
T25.121A,"BURN OF FIRST DEGREE OF RIGHT FOOT, INITIAL ENCOUNTER",203
T25.121D,"BURN OF FIRST DEGREE OF RIGHT FOOT, SUBSEQUENT ENCOUNTER",2
T25.122A,"BURN OF FIRST DEGREE OF LEFT FOOT, INITIAL ENCOUNTER",194
T25.122D,"BURN OF FIRST DEGREE OF LEFT FOOT, SUBSEQUENT ENCOUNTER",1
T25.129A,"BURN OF FIRST DEGREE OF UNSPECIFIED FOOT, INITIAL ENCOUNTER",6
T25.131A,"BURN OF FIRST DEGREE OF RIGHT TOE(S) (NAIL), INIT ENCNTR",21
T25.132A,"BURN OF FIRST DEGREE OF LEFT TOE(S) (NAIL), INIT ENCNTR",14
T25.139A,"BURN OF FIRST DEGREE OF UNSP TOE(S) (NAIL), INIT ENCNTR",1
T25.191A,"BURN OF FIRST DEG MULT SITES OF RIGHT ANKLE AND FOOT, INIT",6
T25.192A,"BURN OF FIRST DEG MULT SITES OF LEFT ANKLE AND FOOT, INIT",4
T25.211A,"BURN OF SECOND DEGREE OF RIGHT ANKLE, INITIAL ENCOUNTER",256
T25.211D,"BURN OF SECOND DEGREE OF RIGHT ANKLE, SUBSEQUENT ENCOUNTER",19
T25.211S,"BURN OF SECOND DEGREE OF RIGHT ANKLE, SEQUELA",2
T25.212A,"BURN OF SECOND DEGREE OF LEFT ANKLE, INITIAL ENCOUNTER",229
T25.212D,"BURN OF SECOND DEGREE OF LEFT ANKLE, SUBSEQUENT ENCOUNTER",11
T25.212S,"BURN OF SECOND DEGREE OF LEFT ANKLE, SEQUELA",2
T25.219A,"BURN OF SECOND DEGREE OF UNSPECIFIED ANKLE, INIT ENCNTR",1
T25.219D,"BURN OF SECOND DEGREE OF UNSPECIFIED ANKLE, SUBS ENCNTR",1
T25.221A,"BURN OF SECOND DEGREE OF RIGHT FOOT, INITIAL ENCOUNTER",1275
T25.221D,"BURN OF SECOND DEGREE OF RIGHT FOOT, SUBSEQUENT ENCOUNTER",66
T25.221S,"BURN OF SECOND DEGREE OF RIGHT FOOT, SEQUELA",3
T25.222A,"BURN OF SECOND DEGREE OF LEFT FOOT, INITIAL ENCOUNTER",1274
T25.222D,"BURN OF SECOND DEGREE OF LEFT FOOT, SUBSEQUENT ENCOUNTER",77
T25.222S,"BURN OF SECOND DEGREE OF LEFT FOOT, SEQUELA",1
T25.229A,"BURN OF SECOND DEGREE OF UNSPECIFIED FOOT, INITIAL ENCOUNTER",19
T25.229D,"BURN OF SECOND DEGREE OF UNSPECIFIED FOOT, SUBS ENCNTR",3
T25.231A,"BURN OF SECOND DEGREE OF RIGHT TOE(S) (NAIL), INIT ENCNTR",141
T25.231D,"BURN OF SECOND DEGREE OF RIGHT TOE(S) (NAIL), SUBS ENCNTR",5
T25.232A,"BURN OF SECOND DEGREE OF LEFT TOE(S) (NAIL), INIT ENCNTR",146
T25.232D,"BURN OF SECOND DEGREE OF LEFT TOE(S) (NAIL), SUBS ENCNTR",3
T25.232S,"BURN OF SECOND DEGREE OF LEFT TOE(S) (NAIL), SEQUELA",1
T25.239A,"BURN OF SECOND DEGREE OF UNSP TOE(S) (NAIL), INIT ENCNTR",4
T25.291A,"BURN OF 2ND DEG MUL SITES OF RIGHT ANKLE AND FOOT, INIT",49
T25.291D,"BURN OF 2ND DEG MUL SITES OF RIGHT ANKLE AND FOOT, SUBS",6
T25.292A,"BURN OF 2ND DEG MUL SITES OF LEFT ANKLE AND FOOT, INIT",55
T25.292D,"BURN OF 2ND DEG MUL SITES OF LEFT ANKLE AND FOOT, SUBS",3
T25.311A,"BURN OF THIRD DEGREE OF RIGHT ANKLE, INITIAL ENCOUNTER",16
T25.311D,"BURN OF THIRD DEGREE OF RIGHT ANKLE, SUBSEQUENT ENCOUNTER",2
T25.312A,"BURN OF THIRD DEGREE OF LEFT ANKLE, INITIAL ENCOUNTER",14
T25.321A,"BURN OF THIRD DEGREE OF RIGHT FOOT, INITIAL ENCOUNTER",49
T25.321D,"BURN OF THIRD DEGREE OF RIGHT FOOT, SUBSEQUENT ENCOUNTER",4
T25.321S,"BURN OF THIRD DEGREE OF RIGHT FOOT, SEQUELA",1
T25.322A,"BURN OF THIRD DEGREE OF LEFT FOOT, INITIAL ENCOUNTER",46
T25.322D,"BURN OF THIRD DEGREE OF LEFT FOOT, SUBSEQUENT ENCOUNTER",5
T25.322S,"BURN OF THIRD DEGREE OF LEFT FOOT, SEQUELA",3
T25.331A,"BURN OF THIRD DEGREE OF RIGHT TOE(S) (NAIL), INIT ENCNTR",11
T25.332A,"BURN OF THIRD DEGREE OF LEFT TOE(S) (NAIL), INIT ENCNTR",5
T25.339A,"BURN OF THIRD DEGREE OF UNSP TOE(S) (NAIL), INIT ENCNTR",1
T25.391A,"BURN OF 3RD DEG MU SITES OF RIGHT ANKLE AND FOOT, INIT",6
T25.391S,"BURN OF 3RD DEG MU SITES OF RIGHT ANKLE AND FOOT, SEQUELA",1
T25.392A,"BURN OF 3RD DEG MU SITES OF LEFT ANKLE AND FOOT, INIT",3
T25.411A,"CORROSION OF UNSPECIFIED DEGREE OF RIGHT ANKLE, INIT ENCNTR",6
T25.412A,"CORROSION OF UNSPECIFIED DEGREE OF LEFT ANKLE, INIT ENCNTR",4
T25.421A,"CORROSION OF UNSPECIFIED DEGREE OF RIGHT FOOT, INIT ENCNTR",32
T25.421D,"CORROSION OF UNSPECIFIED DEGREE OF RIGHT FOOT, SUBS ENCNTR",4
T25.422A,"CORROSION OF UNSPECIFIED DEGREE OF LEFT FOOT, INIT ENCNTR",32
T25.422D,"CORROSION OF UNSPECIFIED DEGREE OF LEFT FOOT, SUBS ENCNTR",3
T25.429A,"CORROSION OF UNSP DEGREE OF UNSPECIFIED FOOT, INIT ENCNTR",1
T25.431A,"CORROSION OF UNSP DEGREE OF RIGHT TOE(S) (NAIL), INIT ENCNTR",2
T25.432A,"CORROSION OF UNSP DEGREE OF LEFT TOE(S) (NAIL), INIT ENCNTR",6
T25.492A,"CORROSION OF UNSP DEG MULT SITES OF LEFT ANK/FT, INIT",1
T25.512A,"CORROSION OF FIRST DEGREE OF LEFT ANKLE, INITIAL ENCOUNTER",1
T25.521A,"CORROSION OF FIRST DEGREE OF RIGHT FOOT, INITIAL ENCOUNTER",6
T25.522A,"CORROSION OF FIRST DEGREE OF LEFT FOOT, INITIAL ENCOUNTER",7
T25.531A,"CORROSION OF FIRST DEGREE OF RIGHT TOE(S) (NAIL), INIT",3
T25.532A,"CORROSION OF FIRST DEGREE OF LEFT TOE(S) (NAIL), INIT ENCNTR",2
T25.611A,"CORROSION OF SECOND DEGREE OF RIGHT ANKLE, INITIAL ENCOUNTER",4
T25.612A,"CORROSION OF SECOND DEGREE OF LEFT ANKLE, INITIAL ENCOUNTER",2
T25.619A,"CORROSION OF SECOND DEGREE OF UNSPECIFIED ANKLE, INIT ENCNTR",1
T25.621A,"CORROSION OF SECOND DEGREE OF RIGHT FOOT, INITIAL ENCOUNTER",23
T25.621D,"CORROSION OF SECOND DEGREE OF RIGHT FOOT, SUBS ENCNTR",1
T25.622A,"CORROSION OF SECOND DEGREE OF LEFT FOOT, INITIAL ENCOUNTER",21
T25.631A,"CORROSION OF SECOND DEGREE OF RIGHT TOE(S) (NAIL), INIT",3
T25.632A,"CORROSION OF SECOND DEGREE OF LEFT TOE(S) (NAIL), INIT",7
T25.711A,"CORROSION OF THIRD DEGREE OF RIGHT ANKLE, INITIAL ENCOUNTER",2
T25.712A,"CORROSION OF THIRD DEGREE OF LEFT ANKLE, INITIAL ENCOUNTER",1
T25.721A,"CORROSION OF THIRD DEGREE OF RIGHT FOOT, INITIAL ENCOUNTER",1
T25.722A,"CORROSION OF THIRD DEGREE OF LEFT FOOT, INITIAL ENCOUNTER",3
T25.792A,"CORROSION OF 3RD DEG MU SITES OF LEFT ANKLE AND FOOT, INIT",1
T26.00XA,"BURN OF UNSPECIFIED EYELID AND PERIOCULAR AREA, INIT ENCNTR",13
T26.00XD,"BURN OF UNSPECIFIED EYELID AND PERIOCULAR AREA, SUBS ENCNTR",1
T26.01XA,"BURN OF RIGHT EYELID AND PERIOCULAR AREA, INITIAL ENCOUNTER",174
T26.02XA,"BURN OF LEFT EYELID AND PERIOCULAR AREA, INITIAL ENCOUNTER",174
T26.02XD,"BURN OF LEFT EYELID AND PERIOCULAR AREA, SUBS ENCNTR",2
T26.10XA,"BURN OF CORNEA AND CONJUNCTIVAL SAC, UNSP EYE, INIT ENCNTR",28
T26.11XA,"BURN OF CORNEA AND CONJUNCTIVAL SAC, RIGHT EYE, INIT ENCNTR",189
T26.11XD,"BURN OF CORNEA AND CONJUNCTIVAL SAC, RIGHT EYE, SUBS ENCNTR",1
T26.12XA,"BURN OF CORNEA AND CONJUNCTIVAL SAC, LEFT EYE, INIT ENCNTR",169
T26.21XA,"BURN W RESULTING RUPTURE AND DEST OF RIGHT EYEBALL, INIT",2
T26.30XA,"BURNS OF OTH PARTS OF UNSP EYE AND ADNEXA, INIT ENCNTR",1
T26.31XA,"BURNS OF OTH PARTS OF RIGHT EYE AND ADNEXA, INIT ENCNTR",20
T26.32XA,"BURNS OF OTH PARTS OF LEFT EYE AND ADNEXA, INIT ENCNTR",11
T26.40XA,"BURN OF UNSP EYE AND ADNEXA, PART UNSPECIFIED, INIT ENCNTR",13
T26.41XA,"BURN OF RIGHT EYE AND ADNEXA, PART UNSPECIFIED, INIT ENCNTR",143
T26.41XD,"BURN OF RIGHT EYE AND ADNEXA, PART UNSPECIFIED, SUBS ENCNTR",2
T26.42XA,"BURN OF LEFT EYE AND ADNEXA, PART UNSPECIFIED, INIT ENCNTR",145
T26.42XD,"BURN OF LEFT EYE AND ADNEXA, PART UNSPECIFIED, SUBS ENCNTR",3
T26.50XA,"CORROSION OF UNSP EYELID AND PERIOCULAR AREA, INIT ENCNTR",2
T26.51XA,"CORROSION OF RIGHT EYELID AND PERIOCULAR AREA, INIT ENCNTR",35
T26.52XA,"CORROSION OF LEFT EYELID AND PERIOCULAR AREA, INIT ENCNTR",39
T26.60XA,"CORROSION OF CORNEA AND CONJUNCTIVAL SAC, UNSP EYE, INIT",13
T26.60XD,"CORROSION OF CORNEA AND CONJUNCTIVAL SAC, UNSP EYE, SUBS",1
T26.61XA,"CORROSION OF CORNEA AND CONJUNCTIVAL SAC, RIGHT EYE, INIT",225
T26.61XD,"CORROSION OF CORNEA AND CONJUNCTIVAL SAC, RIGHT EYE, SUBS",1
T26.62XA,"CORROSION OF CORNEA AND CONJUNCTIVAL SAC, LEFT EYE, INIT",238
T26.62XD,"CORROSION OF CORNEA AND CONJUNCTIVAL SAC, LEFT EYE, SUBS",4
T26.72XA,"CORROSION W RESULTING RUPTURE AND DEST OF LEFT EYEBALL, INIT",2
T26.80XA,"CORROSIONS OF OTH PARTS OF UNSP EYE AND ADNEXA, INIT ENCNTR",1
T26.81XA,"CORROSIONS OF OTH PARTS OF RIGHT EYE AND ADNEXA, INIT ENCNTR",39
T26.81XD,"CORROSIONS OF OTH PARTS OF RIGHT EYE AND ADNEXA, SUBS ENCNTR",2
T26.82XA,"CORROSIONS OF OTH PARTS OF LEFT EYE AND ADNEXA, INIT ENCNTR",39
T26.82XD,"CORROSIONS OF OTH PARTS OF LEFT EYE AND ADNEXA, SUBS ENCNTR",1
T26.90XA,"CORROSION OF UNSP EYE AND ADNEXA, PART UNSP, INIT ENCNTR",31
T26.90XD,"CORROSION OF UNSP EYE AND ADNEXA, PART UNSP, SUBS ENCNTR",1
T26.91XA,"CORROSION OF RIGHT EYE AND ADNEXA, PART UNSP, INIT ENCNTR",444
T26.91XD,"CORROSION OF RIGHT EYE AND ADNEXA, PART UNSP, SUBS ENCNTR",4
T26.92XA,"CORROSION OF LEFT EYE AND ADNEXA, PART UNSP, INIT ENCNTR",454
T26.92XD,"CORROSION OF LEFT EYE AND ADNEXA, PART UNSP, SUBS ENCNTR",3
T27.0XXA,"BURN OF LARYNX AND TRACHEA, INITIAL ENCOUNTER",4
T27.2XXA,"BURN OF OTHER PARTS OF RESPIRATORY TRACT, INITIAL ENCOUNTER",2
T27.3XXA,"BURN OF RESPIRATORY TRACT, PART UNSPECIFIED, INIT ENCNTR",19
T27.3XXD,"BURN OF RESPIRATORY TRACT, PART UNSPECIFIED, SUBS ENCNTR",1
T27.3XXS,"BURN OF RESPIRATORY TRACT, PART UNSPECIFIED, SEQUELA",1
T27.6XXA,"CORROSION OF OTHER PARTS OF RESPIRATORY TRACT, INIT ENCNTR",3
T27.7XXA,"CORROSION OF RESPIRATORY TRACT, PART UNSP, INIT ENCNTR",5
T28.0XXA,"BURN OF MOUTH AND PHARYNX, INITIAL ENCOUNTER",222
T28.0XXD,"BURN OF MOUTH AND PHARYNX, SUBSEQUENT ENCOUNTER",1
T28.1XXA,"BURN OF ESOPHAGUS, INITIAL ENCOUNTER",16
T28.1XXD,"BURN OF ESOPHAGUS, SUBSEQUENT ENCOUNTER",1
T28.2XXA,"BURN OF OTHER PARTS OF ALIMENTARY TRACT, INITIAL ENCOUNTER",12
T28.3XXA,"BURN OF INTERNAL GENITOURINARY ORGANS, INITIAL ENCOUNTER",23
T28.411A,"BURN OF RIGHT EAR DRUM, INITIAL ENCOUNTER",9
T28.412A,"BURN OF LEFT EAR DRUM, INITIAL ENCOUNTER",21
T28.419A,"BURN OF UNSPECIFIED EAR DRUM, INITIAL ENCOUNTER",2
T28.49XA,"BURN OF OTHER INTERNAL ORGAN, INITIAL ENCOUNTER",2
T28.5XXA,"CORROSION OF MOUTH AND PHARYNX, INITIAL ENCOUNTER",44
T28.5XXD,"CORROSION OF MOUTH AND PHARYNX, SUBSEQUENT ENCOUNTER",3
T28.6XXA,"CORROSION OF ESOPHAGUS, INITIAL ENCOUNTER",9
T28.7XXA,"CORROSION OF OTHER PARTS OF ALIMENTARY TRACT, INIT ENCNTR",4
T28.8XXA,"CORROSION OF INTERNAL GENITOURINARY ORGANS, INIT ENCNTR",5
T28.911A,"CORROSIONS OF RIGHT EAR DRUM, INITIAL ENCOUNTER",3
T28.912A,"CORROSIONS OF LEFT EAR DRUM, INITIAL ENCOUNTER",3
T30.0,"BURN OF UNSPECIFIED BODY REGION, UNSPECIFIED DEGREE",323
T30.4,"CORROSION OF UNSPECIFIED BODY REGION, UNSPECIFIED DEGREE",83
T31.0,BURNS INVOLVING LESS THAN 10% OF BODY SURFACE,12023
T31.10,BURNS OF 10-19% OF BODY SURFC W 0% TO 9% THIRD DEGREE BURNS,254
T31.11,BURNS OF 10-19% OF BODY SURFACE W 10-19% THIRD DEGREE BURNS,271
T31.20,BURNS OF 20-29% OF BODY SURFC W 0% TO 9% THIRD DEGREE BURNS,63
T31.21,BURNS OF 20-29% OF BODY SURFACE W 10-19% THIRD DEGREE BURNS,1
T31.22,BURNS OF 20-29% OF BODY SURFACE W 20-29% THIRD DEGREE BURNS,75
T31.30,BURNS OF 30-39% OF BODY SURFC W 0% TO 9% THIRD DEGREE BURNS,28
T31.31,BURNS OF 30-39% OF BODY SURFACE W 10-19% THIRD DEGREE BURNS,2
T31.32,BURNS OF 30-39% OF BODY SURFACE W 20-29% THIRD DEGREE BURNS,1
T31.33,BURNS OF 30-39% OF BODY SURFACE W 30-39% THIRD DEGREE BURNS,27
T31.40,BURNS OF 40-49% OF BODY SURFC W 0% TO 9% THIRD DEGREE BURNS,12
T31.41,BURNS OF 40-49% OF BODY SURFACE W 10-19% THIRD DEGREE BURNS,1
T31.42,BURNS OF 40-49% OF BODY SURFACE W 20-29% THIRD DEGREE BURNS,1
T31.43,BURNS OF 40-49% OF BODY SURFACE W 30-39% THIRD DEGREE BURNS,1
T31.44,BURNS OF 40-49% OF BODY SURFACE W 40-49% THIRD DEGREE BURNS,10
T31.50,BURNS OF 50-59% OF BODY SURFC W 0% TO 9% THIRD DEGREE BURNS,9
T31.54,BURNS OF 50-59% OF BODY SURFACE W 40-49% THIRD DEGREE BURNS,1
T31.55,BURNS OF 50-59% OF BODY SURFACE W 50-59% THIRD DEGREE BURNS,10
T31.60,BURNS OF 60-69% OF BODY SURFC W 0% TO 9% THIRD DEGREE BURNS,8
T31.66,BURNS OF 60-69% OF BODY SURFACE W 60-69% THIRD DEGREE BURNS,2
T31.70,BURNS OF 70-79% OF BODY SURFC W 0% TO 9% THIRD DEGREE BURNS,7
T31.73,BURNS OF 70-79% OF BODY SURFACE W 30-39% THIRD DEGREE BURNS,1
T31.77,BURNS OF 70-79% OF BODY SURFACE W 70-79% THIRD DEGREE BURNS,4
T31.83,BURNS OF 80-89% OF BODY SURFACE W 30-39% THIRD DEGREE BURNS,1
T31.88,BURNS OF 80-89% OF BODY SURFACE W 80-89% THIRD DEGREE BURNS,4
T31.90,BURNS OF 90%/MORE OF BODY SURFC W 0% TO 9% THIRD DEG BURNS,3
T31.91,BURNS OF 90%/MORE OF BODY SURFC W 10-19% THIRD DEGREE BURNS,1
T31.98,BURNS OF 90%/MORE OF BODY SURFC W 80-89% THIRD DEGREE BURNS,1
T31.99,BURNS OF 90%/MORE OF BODY SURFC W 90%/MORE THIRD DEG BURNS,8
T32.0,CORROSIONS INVOLVING LESS THAN 10% OF BODY SURFACE,380
T32.10,CORROS 10-19% OF BODY SURFACE W 0% TO 9% THIRD DEGREE CORROS,7
T32.11,CORROS 10-19% OF BODY SURFACE W 10-19% THIRD DEGREE CORROS,5
T32.22,CORROS 20-29% OF BODY SURFACE W 20-29% THIRD DEGREE CORROS,4
T32.44,CORROS 40-49% OF BODY SURFACE W 40-49% THIRD DEGREE CORROS,1
T32.60,CORROS 60-69% OF BODY SURFACE W 0% TO 9% THIRD DEGREE CORROS,1
T33.02XA,"SUPERFICIAL FROSTBITE OF NOSE, INITIAL ENCOUNTER",2
T33.09XA,"SUPERFICIAL FROSTBITE OF OTHER PART OF HEAD, INIT ENCNTR",3
T33.2XXA,"SUPERFICIAL FROSTBITE OF THORAX, INITIAL ENCOUNTER",1
T33.3XXA,"SUPERFIC FROSTBITE OF ABD WALL, LOWER BACK AND PELVIS, INIT",5
T33.41XA,"SUPERFICIAL FROSTBITE OF RIGHT ARM, INITIAL ENCOUNTER",1
T33.42XA,"SUPERFICIAL FROSTBITE OF LEFT ARM, INITIAL ENCOUNTER",2
T33.521A,"SUPERFICIAL FROSTBITE OF RIGHT HAND, INITIAL ENCOUNTER",18
T33.522A,"SUPERFICIAL FROSTBITE OF LEFT HAND, INITIAL ENCOUNTER",14
T33.531A,"SUPERFICIAL FROSTBITE OF RIGHT FINGER(S), INITIAL ENCOUNTER",14
T33.532A,"SUPERFICIAL FROSTBITE OF LEFT FINGER(S), INITIAL ENCOUNTER",20
T33.61XA,"SUPERFICIAL FROSTBITE OF RIGHT HIP AND THIGH, INIT ENCNTR",10
