ICDCMCode,ExtCauseDesc,TotalEcm
Y33.XXXA,"OTHER SPECIFIED EVENTS, UNDETERMINED INTENT, INIT ENCNTR",1294
Y33.XXXD,"OTHER SPECIFIED EVENTS, UNDETERMINED INTENT, SUBS ENCNTR",116
Y33.XXXS,"OTHER SPECIFIED EVENTS, UNDETERMINED INTENT, SEQUELA",9
Y35.001A,"LGL INTERVNT W UNSP FIREARM DISCH, LAW ENFORC OFFL INJ, INIT",5
Y35.003A,"LEGAL INTERVNT W UNSP FIREARM DISCH, SUSPECT INJURED, INIT",14
Y35.009A,"LEGAL INTRVNT W UNSP FIREARM DISCH, UNSP PERSON INJ, INIT",4
Y35.013A,"LEGAL INTERVNT W INJURY BY MCH GUN, SUSPECT INJURED, INIT",1
Y35.021A,"LEGAL INTERVNT W INJ BY HANDGUN, LAW ENFORC OFFL INJ, INIT",3
Y35.023A,"LEGAL INTERVNT W INJURY BY HANDGUN, SUSPECT INJURED, INIT",3
Y35.023D,"LEGAL INTERVNT W INJURY BY HANDGUN, SUSPECT INJURED, SUBS",1
Y35.033A,"LEGAL INTERVNT W INJURY BY RIFL PELET, SUSPECT INJURED, INIT",3
Y35.041A,"LGL INTERVNT W INJ BY RUBR BULET, LAW ENFORC OFFL INJ, INIT",10
Y35.042A,"LEGAL INTERVNT W INJURY BY RUBR BULET, BYSTAND INJURED, INIT",1
Y35.043A,"LEGAL INTERVNT W INJURY BY RUBR BULET, SUSPECT INJURED, INIT",69
Y35.043D,"LEGAL INTERVNT W INJURY BY RUBR BULET, SUSPECT INJURED, SUBS",1
Y35.049A,"LEGAL INTRVNT W INJURY BY RUBR BULET, UNSP PERSON INJ, INIT",8
Y35.049S,"LEGAL INTRVNT W INJURY BY RUBR BULET, UNSP PERSON INJ, SQLA",1
Y35.091A,"LEGAL INTERVNT W FIREARM DISCH, LAW ENFORC OFFL INJ, INIT",8
Y35.093A,"LEGAL INTERVNT W FIREARM DISCH, SUSPECT INJURED, INIT",28
Y35.099A,"LEGAL INTERVNT W FIREARM DISCH, UNSP PERSON INJURED, INIT",2
Y35.191A,"LEGAL INTERVNT W OTH EXPLOSV, LAW ENFORC OFFL INJURED, INIT",1
Y35.192A,"LEGAL INTERVNT INVOLVING OTH EXPLOSV, BYSTAND INJURED, INIT",1
Y35.193A,"LEGAL INTERVNT INVOLVING OTH EXPLOSV, SUSPECT INJURED, INIT",1
Y35.203A,"LEGAL INTERVENTION INVOLVING UNSP GAS, SUSPECT INJURED, INIT",1
Y35.211A,"LEGAL INTERVNT W INJ BY TEAR GAS, LAW ENFORC OFFL INJ, INIT",3
Y35.213A,"LEGAL INTERVNT W INJURY BY TEAR GAS, SUSPECT INJURED, INIT",30
Y35.219A,"LEGAL INTRVNT W INJURY BY TEAR GAS, UNSP PERSON INJ, INIT",1
Y35.292A,"LEGAL INTERVNT INVOLVING OTH GAS, BYSTANDER INJURED, INIT",1
Y35.293A,"LEGAL INTERVENTION INVOLVING OTH GAS, SUSPECT INJURED, INIT",11
Y35.299A,"LEGAL INTERVNT W OTHER GAS, UNSP PERSON INJURED, INIT",1
Y35.301A,"LEGAL INTERVNT W UNSP BLUNT OBJ, LAW ENFORC OFFL INJ, INIT",9
Y35.303A,"LEGAL INTERVNT W UNSP BLUNT OBJECTS, SUSPECT INJURED, INIT",11
Y35.311A,"LEGAL INTERVNT W BATON, LAW ENFORC OFFL INJURED, INIT",13
Y35.312A,"LEGAL INTERVENTION INVOLVING BATON, BYSTANDER INJURED, INIT",1
Y35.313A,"LEGAL INTERVENTION INVOLVING BATON, SUSPECT INJURED, INIT",64
Y35.313D,"LEGAL INTERVENTION INVOLVING BATON, SUSPECT INJURED, SUBS",1
Y35.319A,"LEGAL INTERVNT INVOLVING BATON, UNSP PERSON INJURED, INIT",4
Y35.391A,"LEGAL INTERVNT W OTH BLUNT OBJ, LAW ENFORC OFFL INJ, INIT",12
Y35.391D,"LEGAL INTERVNT W OTH BLUNT OBJ, LAW ENFORC OFFL INJ, SUBS",1
Y35.392A,"LEGAL INTERVNT W OTH BLUNT OBJECTS, BYSTAND INJURED, INIT",2
Y35.393A,"LEGAL INTERVNT W OTH BLUNT OBJECTS, SUSPECT INJURED, INIT",46
Y35.399A,"LEGAL INTRVNT W OTHER BLUNT OBJECTS, UNSP PERSON INJ, INIT",4
Y35.401A,"LEGAL INTERVNT W UNSP SHARP OBJ, LAW ENFORC OFFL INJ, INIT",4
Y35.403A,"LEGAL INTERVNT W UNSP SHARP OBJECTS, SUSPECT INJURED, INIT",4
Y35.409A,"LEGAL INTRVNT W UNSP SHARP OBJECTS, UNSP PERSON INJ, INIT",1
Y35.411A,"LEGAL INTERVNT W BAYONET, LAW ENFORC OFFL INJURED, INIT",1
Y35.413A,"LEGAL INTERVENTION INVOLVING BAYONET, SUSPECT INJURED, INIT",1
Y35.491A,"LEGAL INTERVNT W OTH SHARP OBJ, LAW ENFORC OFFL INJ, INIT",18
Y35.493A,"LEGAL INTERVNT W OTH SHARP OBJECTS, SUSPECT INJURED, INIT",13
Y35.499A,"LEGAL INTRVNT W OTHER SHARP OBJECTS, UNSP PERSON INJ, INIT",1
Y35.811A,"LEGAL INTERVNT W MANHANDLING, LAW ENFORC OFFL INJURED, INIT",507
Y35.811D,"LEGAL INTERVNT W MANHANDLING, LAW ENFORC OFFL INJURED, SUBS",5
Y35.811S,"LEGAL INTERVNT W MANHANDLING, LAW ENFORC OFFL INJ, SEQUELA",2
Y35.812A,"LEGAL INTERVNT INVOLVING MANHANDLING, BYSTAND INJURED, INIT",10
Y35.813A,"LEGAL INTERVNT INVOLVING MANHANDLING, SUSPECT INJURED, INIT",1611
Y35.813D,"LEGAL INTERVNT INVOLVING MANHANDLING, SUSPECT INJURED, SUBS",7
Y35.819A,"LEGAL INTERVNT W MANHANDLING, UNSP PERSON INJURED, INIT",83
Y35.819D,"LEGAL INTERVNT W MANHANDLING, UNSP PERSON INJURED, SUBS",1
Y35.831A,"LEGAL INTRVNT W A COND ENERGY DEVICE, LAW ENFORC INJ, INIT",138
Y35.831D,"LEGAL INTRVNT W A COND ENERGY DEVICE, LAW ENFORC INJ, SUBS",1
Y35.832A,"LEGAL INTERVNT W A COND ENERGY DEVICE, BYSTAND INJURED, INIT",1
Y35.833A,"LEGAL INTERVNT W A COND ENERGY DEVICE, SUSPECT INJURED, INIT",876
Y35.833D,"LEGAL INTERVNT W A COND ENERGY DEVICE, SUSPECT INJURED, SUBS",2
Y35.839A,"LEGAL INTRVNT W A COND ENERGY DEVICE, UNSP PERSON INJ, INIT",58
Y35.891A,"LEGAL INTERVNT W OTH MEANS, LAW ENFORC OFFL INJURED, INIT",362
Y35.891D,"LEGAL INTERVNT W OTH MEANS, LAW ENFORC OFFL INJURED, SUBS",3
Y35.892A,"LEGAL INTERVNT INVOLVING OTH MEANS, BYSTANDER INJURED, INIT",10
Y35.893A,"LEGAL INTERVNT INVOLVING OTH MEANS, SUSPECT INJURED, INIT",1169
Y35.893D,"LEGAL INTERVNT INVOLVING OTH MEANS, SUSPECT INJURED, SUBS",11
Y35.893S,"LEGAL INTERVNT INVOLVING OTH MEANS, SUSPECT INJURED, SEQUELA",1
Y35.899A,"LEGAL INTERVNT W OTH MEANS, UNSP PERSON INJURED, INIT",66
Y35.899D,"LEGAL INTERVNT W OTH MEANS, UNSP PERSON INJURED, SUBS",1
Y35.91XA,"LEGAL INTERVNT, MEANS UNSP, LAW ENFORC OFFL INJURED, INIT",112
Y35.92XA,"LEGAL INTERVENTION, MEANS UNSP, BYSTANDER INJURED, INIT",6
Y35.93XA,"LEGAL INTERVENTION, MEANS UNSP, SUSPECT INJURED, INIT ENCNTR",552
Y35.93XD,"LEGAL INTERVENTION, MEANS UNSP, SUSPECT INJURED, SUBS ENCNTR",6
Y35.93XS,"LEGAL INTERVENTION, MEANS UNSP, SUSPECT INJURED, SEQUELA",1
Y35.99XA,"LEGAL INTERVNT, MEANS UNSP, UNSPECIFIED PERSON INJURED, INIT",44
Y36.221A,"WAR OP INVOLVING EXPLOSION OF GUIDED MISSILE, CIVILIAN, INIT",1
Y36.290S,"WAR OP INVOLVING OTH EXPLOSN AND FRAGMENTS, MILT, SEQUELA",1
Y36.291S,"WAR OP INVOLVING OTH EXPLOSN AND FRAGMT, CIVILIAN, SEQUELA",1
Y36.430S,"WAR OP INVOLVING OTH FIREARMS DISCHARGE, MILT, SEQUELA",1
Y36.90XA,"WAR OPERATIONS, UNSPECIFIED, INITIAL ENCOUNTER",2
Y36.90XS,"WAR OPERATIONS, UNSPECIFIED, SEQUELA",2
Y37.090A,"MILT OP INVOLVING EXPLOSION OF MARINE WEAPONS, MILT, INIT",1
Y37.190A,"MILT OP INVOLVING OTH DEST ARCRFT, MILITARY PERSONNEL, INIT",1
Y37.200S,"MILT OP INVOLVING UNSP EXPLOSN AND FRAGMENTS, MILT, SEQUELA",1
Y37.391A,"MILT OP INVOLVING OTH FIRE/HOT SUBST, CIVILIAN, INIT",1
Y37.411S,"MILT OP INVOLVING RUBBER BULLETS, CIVILIAN, SEQUELA",1
Y37.440A,"MILT OP INVOLVING UNARMED HAND TO HAND COMBAT, MILT, INIT",1
Y37.450D,"MILT OP W COMBAT USING BLUNT/PIERC OBJECT, MILT, SUBS",1
Y37.450S,"MILT OP W COMBAT USING BLUNT/PIERC OBJECT, MILT, SEQUELA",1
Y37.90XD,"MILITARY OPERATIONS, UNSPECIFIED, SUBSEQUENT ENCOUNTER",1
Y62.0,FAILURE OF STERILE PRECAUTIONS DURING SURGICAL OPERATION,5
Y62.1,FAILURE OF STERILE PRECAUTIONS DURING INFUSN/TRANSFUSN,2
Y62.2,FAIL OF STERIL PRECAUT DUR KIDNEY DIALYSIS AND OTH PERFUSION,2
Y62.3,FAILURE OF STERIL PRECAUT DURING INJECTION OR IMMUNIZATION,1
Y62.6,"FAILURE OF STERIL PRECAUT DURING ASPIRAT, PNCTR AND OTH CATH",1
Y62.8,FAILURE OF STERIL PRECAUT DURING OTH SURG AND MEDICAL CARE,5
Y62.9,FAILURE OF STERIL PRECAUT DURING UNSP SURG AND MEDICAL CARE,4
Y63.0,EXCESS AMOUNT OF BLD OR OTH FLUID GIVEN DUR TRANFS OR INFUSN,4
Y63.2,OVERDOSE OF RADIATION GIVEN DURING THERAPY,2
Y63.3,INADVERTENT EXPSR OF PATIENT TO RADIATION DURING MED CARE,2
Y63.5,INAPPROPRIATE TEMPERATURE IN LOCAL APPLICATION AND PACKING,14
Y63.6,"UNDRDOSE & NONADMIN OF NECESS DRUG, MEDICAMENT OR BIOLG SUB",475
Y63.8,FAILURE IN DOSAGE DURING OTHER SURGICAL AND MEDICAL CARE,7
Y63.9,FAILURE IN DOSAGE DURING UNSP SURGICAL AND MEDICAL CARE,1
Y64.1,"CONTAMINATED MED/BIOLOG SUB, INJECTED OR USED FOR IMMUNIZ",5
Y64.8,CONTAMINATED MED/BIOLOG SUB ADMINISTERED BY OTH MEANS,4
Y64.9,CONTAMINATED MED/BIOLOG SUB ADMINISTERED BY UNSP MEANS,4
Y65.0,MISMATCHED BLOOD IN TRANSFUSION,1
Y65.2,FAILURE IN SUTURE OR LIGATURE DURING SURGICAL OPERATION,2
Y65.4,FAILURE TO INTRODUCE OR TO REMOVE OTHER TUBE OR INSTRUMENT,2
Y65.8,OTH MISADVENTURES DURING SURGICAL AND MEDICAL CARE,298
Y66.,NONADMINISTRATION OF SURGICAL AND MEDICAL CARE,15
Y69.,UNSPECIFIED MISADVENTURE DURING SURGICAL AND MEDICAL CARE,413
Y70.1,THERAPEUTIC AND REHAB ANESTH DEVICES ASSOC W INCDT,6
Y70.2,PROSTH/OTH IMPLNT/MTRLS ANESTHESIOLOGY DEVICES ASSOC W INCDT,14
Y70.3,"SURGICAL INSTRUMNT, MATRL AND ANESTH DEVICES ASSOC W INCDT",7
Y70.8,"MISCELLANEOUS ANESTHESIOLOGY DEVICES ASSOC W INCDT, NEC",9
Y71.0,DIAGNOSTIC AND MONITORING CARDIOVASC DEVICES ASSOC W INCDT,39
Y71.1,THERAPEUTIC AND REHAB CARDIOVASC DEVICES ASSOC W INCDT,189
Y71.2,PROSTH/OTH IMPLNT/MTRLS CARDIOVASCULAR DEVICES ASSOC W INCDT,550
Y71.3,"SURG INSTRUMNT, MATRL AND CARDIOVASC DEVICES ASSOC W INCDT",89
Y71.8,"MISCELLANEOUS CARDIOVASCULAR DEVICES ASSOC W INCDT, NEC",181
Y72.1,THERAPEUTIC AND REHAB OTORHINO DEVICES ASSOC W INCDT,4
Y72.2,PROSTH/OTH IMPLNT/MTRLS OTORHINO DEVICES ASSOC W INCDT,16
Y72.3,"SURGICAL INSTRUMNT, MATRL AND OTORHINO DEVICES ASSOC W INCDT",6
Y72.8,"MISCELLANEOUS OTORHINO DEVICES ASSOC W INCDT, NEC",5
Y73.0,DX AND MONITOR GASTROENT AND UROLOGY DEVICES ASSOC W INCDT,47
Y73.1,THERAPUTC AND REHAB GASTROENT AND UROLOGY DEV ASSOC W INCDT,1538
Y73.2,PROSTH/OTH IMPLNT/MTRLS GASTROENT AND UROL DEV ASSOC W INCDT,2957
Y73.3,"SURG INSTRUMNT, MATRL & GASTROENT AND UROL DEV ASSOC W INCDT",264
Y73.8,"MISC GASTROENT AND UROLOGY DEVICES ASSOC W INCDT, NEC",1585
Y74.1,THERAPUTC AND REHAB GEN HOSP/PERSNL-USE DEV ASSOC W INCDT,32
Y74.2,"PROSTH/OTH IMPLNT, MATRL & HOSP/PERSNL-USE DEV ASSOC W INCDT",12
Y74.3,"SURG INSTRUMNT,MATRL & GEN HOSP/PERSNL-USE DEV ASSOC W INCDT",25
Y74.8,"MISCELLANEOUS GEN HOSP/PERSNL-USE DEVICES ASSOC W INCDT, NEC",9
Y75.0,DIAGNOSTIC AND MONITORING NEUROLOGICAL DEVICES ASSOC W INCDT,2
Y75.1,THERAPEUTIC AND REHAB NEUROLOGICAL DEVICES ASSOC W INCDT,25
Y75.2,"PROSTH/OTH IMPLANTS, MATRL AND NEURO DEVICES ASSOC W INCDT",61
Y75.3,"SURGICAL INSTRUMNT, MATRL AND NEURO DEVICES ASSOC W INCDT",6
Y75.8,"MISCELLANEOUS NEUROLOGICAL DEVICES ASSOC W INCDT, NEC",11
Y76.0,DIAGNOSTIC AND MONITORING OB/GYN DEVICES ASSOC W INCDT,3
Y76.1,THERAPEUTIC AND REHAB OB/GYN DEVICES ASSOC W INCDT,57
Y76.2,PROSTH/OTH IMPLNT/MTRLS OB/GYN DEVICES ASSOC W INCDT,193
Y76.3,"SURGICAL INSTRUMNT, MATRL AND OB/GYN DEVICES ASSOC W INCDT",29
Y76.8,"MISCELLANEOUS OB/GYN DEVICES ASSOC W INCDT, NEC",115
Y77.11,CONTACT LENS ASSOCIATED WITH ADVERSE INCIDENTS,156
Y77.19,OTHER THERAPEUTIC AND REHAB OPHTHALMIC DEVICES ASSOC W INCDT,4
Y77.2,PROSTH/OTH IMPLNT/MTRLS OPHTHALMIC DEVICES ASSOC W INCDT,11
Y77.3,"SURGICAL INSTRUMNT, MATERIALS AND OPTH DEVICES ASSOC W INCDT",4
Y77.8,"MISCELLANEOUS OPHTHALMIC DEVICES ASSOC W INCDT, NEC",6
Y78.0,DIAGNOSTIC AND MONITORING RADIOLOGICAL DEVICES ASSOC W INCDT,12
Y78.1,THERAPEUTIC AND REHAB RADIOLOGICAL DEVICES ASSOC W INCDT,10
Y78.2,PROSTH/OTH IMPLNT/MTRLS RADIOLOGICAL DEVICES ASSOC W INCDT,2
Y78.8,"MISCELLANEOUS RADIOLOGICAL DEVICES ASSOC W INCDT, NEC",29
Y79.0,DIAGNOSTIC AND MONITORING ORTHOPEDIC DEVICES ASSOC W INCDT,2
Y79.1,THERAPEUTIC AND REHAB ORTHOPEDIC DEVICES ASSOC W INCDT,30
Y79.2,PROSTH/OTH IMPLNT/MTRLS ORTHOPEDIC DEVICES ASSOC W INCDT,941
Y79.3,"SURGICAL INSTRUMNT, MATERIALS AND ORTH DEVICES ASSOC W INCDT",88
Y79.8,"MISCELLANEOUS ORTHOPEDIC DEVICES ASSOC W INCDT, NEC",65
Y80.1,THERAPUTC AND REHAB PHYSICAL MEDICINE DEVICES ASSOC W INCDT,8
Y80.2,PROSTH/OTH IMPLNT/MTRLS PHYSICAL MED DEVICES ASSOC W INCDT,7
Y80.3,"SURG INSTRUMNT, MATRL AND PHYSCL MED DEVICES ASSOC W INCDT",4
Y80.8,"MISCELLANEOUS PHYSICAL MEDICINE DEVICES ASSOC W INCDT, NEC",3
Y81.0,DX AND MONITORING GEN/PLAST-SURG DEVICES ASSOC W INCDT,2
Y81.1,THERAPEUTIC AND REHAB GEN/PLAST-SURG DEVICES ASSOC W INCDT,30
Y81.2,PROSTH/OTH IMPLNT/MTRLS GEN/PLAST-SURG DEVICES ASSOC W INCDT,165
Y81.3,"SURG INSTRUMNT, MATRL AND GEN/PLAST-SURG DEV ASSOC W INCDT",111
Y81.8,"MISCELLANEOUS GEN/PLAST-SURG DEVICES ASSOC W INCDT, NEC",50
Y82.8,OTHER MEDICAL DEVICES ASSOCIATED WITH ADVERSE INCIDENTS,3440
Y82.9,UNSP MEDICAL DEVICES ASSOCIATED WITH ADVERSE INCIDENTS,810
Y83.0,"TXPLT OF WHOLE ORGAN CAUSE ABN REACT/COMPL, W/O MISADVNT",270
Y83.1,"IMPLNT OF ARTIF INT DEV CAUSE ABN REACT/COMPL, W/O MISADVNT",1148
Y83.2,"ANASTOMOS,BYPASS OR GRFT CAUSE ABN REACT/COMPL, W/O MISADVNT",1424
Y83.3,"FORM OF EXTERNAL STOMA CAUSE ABN REACT/COMPL, W/O MISADVNT",1874
Y83.4,"OTH RECNST SURGERY CAUSE ABN REACT/COMPL, W/O MISADVNT",253
Y83.5,"AMPUTATION OF LIMB(S) CAUSE ABN REACT/COMPL, W/O MISADVNT",288
Y83.6,"REMOV ORG (TOTAL) CAUSE ABN REACT/COMPL, W/O MISADVNT",692
Y83.8,"OTH SURGICAL PROCEDURES CAUSE ABN REACT/COMPL, W/O MISADVNT",11131
Y83.9,"SURGICAL PROC, UNSP CAUSE ABN REACT/COMPL, W/O MISADVNT",824
Y84.0,"CARDIAC CATHETERIZATION CAUSE ABN REACT/COMPL, W/O MISADVNT",199
Y84.1,"KIDNEY DIALYSIS CAUSE ABN REACT/COMPL, W/O MISADVNT",1357
Y84.2,"RADIOLOG PROC/RADIOTHRPY CAUSE ABN REACT/COMPL, W/O MISADVNT",350
Y84.3,"SHOCK THERAPY CAUSE ABN REACT/COMPL, W/O MISADVNT",2
Y84.4,"ASPIRATION OF FLUID CAUSE ABN REACT/COMPL, W/O MISADVNT",370
Y84.5,"INSRT GASTR/DUODNL SOUND CAUSE ABN REACT/COMPL, W/O MISADVNT",22
Y84.6,"URINARY CATHETERIZATION CAUSE ABN REACT/COMPL, W/O MISADVNT",9271
Y84.7,"BLOOD-SAMPLING CAUSE ABN REACT/COMPL, W/O MISADVNT",27
Y84.8,"OTH MEDICAL PROCEDURES CAUSE ABN REACT/COMPL, W/O MISADVNT",4999
Y84.9,"MEDICAL PROCEDURE, UNSP CAUSE ABN REACT/COMPL, W/O MISADVNT",1348
Y90.0,BLOOD ALCOHOL LEVEL OF LESS THAN 20 MG/100 ML,11297
Y90.1,BLOOD ALCOHOL LEVEL OF 20-39 MG/100 ML,2342
Y90.2,BLOOD ALCOHOL LEVEL OF 40-59 MG/100 ML,1625
Y90.3,BLOOD ALCOHOL LEVEL OF 60-79 MG/100 ML,1619
Y90.4,BLOOD ALCOHOL LEVEL OF 80-99 MG/100 ML,1860
Y90.5,BLOOD ALCOHOL LEVEL OF 100-119 MG/100 ML,2283
Y90.6,BLOOD ALCOHOL LEVEL OF 120-199 MG/100 ML,12569
Y90.7,BLOOD ALCOHOL LEVEL OF 200-239 MG/100 ML,8289
Y90.8,BLOOD ALCOHOL LEVEL OF 240 MG/100 ML OR MORE,38436
Y90.9,"PRESENCE OF ALCOHOL IN BLOOD, LEVEL NOT SPECIFIED",20924
Y92.000,KITCHEN OF UNSP NON-INSTITUT (PRIVATE) RESIDENCE AS PLACE,10661
Y92.001,DINING ROOM OF UNSP NON-INSTITUT RESIDENCE AS PLACE,253
Y92.002,BATHROOM OF UNSP NON-INSTITUT (PRIVATE) RESIDENCE AS PLACE,16121
Y92.003,BEDROOM OF UNSP NON-INSTITUT (PRIVATE) RESIDENCE AS PLACE,12733
Y92.007,GARDEN OR YARD OF UNSP NON-INSTITUT RESIDENCE AS PLACE,9144
Y92.008,OTH PLACE IN UNSP NON-INSTITUT (PRIVATE) RESIDENCE AS PLACE,15902
Y92.009,UNSP PLACE IN UNSP NON-INSTITUT (PRIVATE) RESIDENCE AS PLACE,96233
Y92.010,KITCHEN OF SINGLE-FAMILY (PRIVATE) HOUSE AS PLACE,2563
Y92.011,DINING ROOM OF SINGLE-FAMILY (PRIVATE) HOUSE AS PLACE,195
Y92.012,BATHROOM OF SINGLE-FAMILY (PRIVATE) HOUSE AS PLACE,3303
Y92.013,BEDROOM OF SINGLE-FAMILY (PRIVATE) HOUSE AS PLACE,3478
Y92.014,PRIVATE DRIVEWAY TO SINGLE-FAMILY (PRIVATE) HOUSE AS PLACE,747
Y92.015,PRIVATE GARAGE OF SINGLE-FAMILY (PRIVATE) HOUSE AS PLACE,1864
Y92.016,SWM-POOL IN SNGL-FMLY (PRIVATE) HOUSE OR GARDEN AS PLACE,305
Y92.017,GARDEN OR YARD IN SINGLE-FAMILY (PRIVATE) HOUSE AS PLACE,3514
Y92.018,OTH PLACE IN SINGLE-FAMILY (PRIVATE) HOUSE AS PLACE,8496
Y92.019,UNSP PLACE IN SINGLE-FAMILY (PRIVATE) HOUSE AS PLACE,14804
Y92.020,KITCHEN IN MOBILE HOME AS PLACE,17
Y92.022,BATHROOM IN MOBILE HOME AS PLACE,34
Y92.023,BEDROOM IN MOBILE HOME AS PLACE,40
Y92.024,DRIVEWAY OF MOBILE HOME AS PLACE,3
Y92.025,GARAGE OF MOBILE HOME AS PLACE,6
Y92.026,SWIMMING-POOL OF MOBILE HOME AS PLACE,4
Y92.027,GARDEN OR YARD OF MOBILE HOME AS PLACE,33
Y92.028,OTH PLACE IN MOBILE HOME AS PLACE,151
Y92.029,UNSP PLACE IN MOBILE HOME AS PLACE,336
Y92.030,KITCHEN IN APARTMENT AS PLACE,110
Y92.031,BATHROOM IN APARTMENT AS PLACE,152
Y92.032,BEDROOM IN APARTMENT AS PLACE,159
Y92.038,OTH PLACE IN APARTMENT AS PLACE,757
Y92.039,UNSP PLACE IN APARTMENT AS PLACE,1684
Y92.040,KITCHEN IN BOARDING-HOUSE AS PLACE,11
Y92.041,BATHROOM IN BOARDING-HOUSE AS PLACE,31
Y92.042,BEDROOM IN BOARDING-HOUSE AS PLACE,63
Y92.043,DRIVEWAY OF BOARDING-HOUSE AS PLACE,5
Y92.044,GARAGE OF BOARDING-HOUSE AS PLACE,2
Y92.045,SWIMMING-POOL OF BOARDING-HOUSE AS PLACE,3
Y92.046,GARDEN OR YARD OF BOARDING-HOUSE AS PLACE,17
Y92.048,OTH PLACE IN BOARDING-HOUSE AS PLACE,45
Y92.049,UNSP PLACE IN BOARDING-HOUSE AS PLACE,313
Y92.090,KITCHEN IN OTH NON-INSTITUTIONAL RESIDENCE AS PLACE,951
Y92.091,BATHROOM IN OTH NON-INSTITUTIONAL RESIDENCE AS PLACE,1948
Y92.092,BEDROOM IN OTH NON-INSTITUTIONAL RESIDENCE AS PLACE,1907
Y92.093,DRIVEWAY OF NON-INSTITUTIONAL RESIDENCE AS PLACE,369
Y92.094,GARAGE OF NON-INSTITUTIONAL RESIDENCE AS PLACE,329
Y92.095,SWIMMING-POOL OF NON-INSTITUTIONAL RESIDENCE AS PLACE,233
Y92.096,GARDEN OR YARD OF NON-INSTITUTIONAL RESIDENCE AS PLACE,3203
Y92.098,OTH PLACE IN OTH NON-INSTITUTIONAL RESIDENCE AS PLACE,7079
Y92.099,UNSP PLACE IN OTH NON-INSTITUTIONAL RESIDENCE AS PLACE,6044
Y92.10,UNSP RESIDENTIAL INSTITUTION AS PLACE,566
Y92.110,KITCHEN IN CHILDREN'S HOME AND ORPHANAGE AS PLACE,1
Y92.111,BATHROOM IN CHILDREN'S HOME AND ORPHANAGE AS PLACE,2
Y92.112,BEDROOM IN CHILDREN'S HOME AND ORPHANAGE AS PLACE,12
Y92.114,GARAGE OF CHILDREN'S HOME AND ORPHANAGE AS PLACE,1
Y92.115,SWIMMING-POOL OF CHILDREN'S HOME AND ORPHANAGE AS PLACE,2
Y92.116,GARDEN OR YARD OF CHILDREN'S HOME AND ORPHANAGE AS PLACE,6
Y92.118,OTH PLACE IN CHILDREN'S HOME AND ORPHANAGE AS PLACE,14
Y92.119,UNSP PLACE IN CHILDREN'S HOME AND ORPHANAGE AS PLACE,84
Y92.120,KITCHEN IN NURSING HOME AS PLACE,30
Y92.121,BATHROOM IN NURSING HOME AS PLACE,765
Y92.122,BEDROOM IN NURSING HOME AS PLACE,1765
Y92.123,DRIVEWAY OF NURSING HOME AS PLACE,2
Y92.124,GARAGE OF NURSING HOME AS PLACE,3
Y92.126,GARDEN OR YARD OF NURSING HOME AS PLACE,32
Y92.128,OTH PLACE IN NURSING HOME AS PLACE,975
Y92.129,UNSP PLACE IN NURSING HOME AS PLACE,8366
Y92.133,BARRACKS ON MILITARY BASE AS PLACE,2
Y92.136,SWIMMING-POOL ON MILITARY BASE AS PLACE,1
Y92.137,GARDEN OR YARD ON MILITARY BASE AS PLACE,6
Y92.138,OTH PLACE ON MILITARY BASE AS PLACE,22
Y92.139,UNSP PLACE MILITARY BASE AS PLACE,41
Y92.140,KITCHEN IN PRISON AS PLACE,31
Y92.141,DINING ROOM IN PRISON AS PLACE,12
Y92.142,BATHROOM IN PRISON AS PLACE,153
Y92.143,CELL OF PRISON AS PLACE,1442
Y92.147,COURTYARD OF PRISON AS PLACE,112
Y92.148,OTH PLACE IN PRISON AS PLACE,766
Y92.149,UNSP PLACE IN PRISON AS PLACE,5533
Y92.152,BATHROOM IN REFORM SCHOOL AS PLACE,3
Y92.153,BEDROOM IN REFORM SCHOOL AS PLACE,1
Y92.157,GARDEN OR YARD OF REFORM SCHOOL AS PLACE,2
Y92.158,OTH PLACE IN REFORM SCHOOL AS PLACE,3
Y92.159,UNSP PLACE IN REFORM SCHOOL AS PLACE,7
Y92.160,KITCHEN IN SCHOOL DORMITORY AS PLACE,1
Y92.162,BATHROOM IN SCHOOL DORMITORY AS PLACE,9
Y92.163,BEDROOM IN SCHOOL DORMITORY AS PLACE,15
Y92.168,OTH PLACE IN SCHOOL DORMITORY AS PLACE,18
Y92.169,UNSP PLACE IN SCHOOL DORMITORY AS PLACE,37
Y92.190,KITCHEN IN OTH RESIDENTIAL INSTITUTION AS PLACE,23
Y92.191,DINING ROOM IN OTH RESIDENTIAL INSTITUTION AS PLACE,17
Y92.192,BATHROOM IN OTH RESIDENTIAL INSTITUTION AS PLACE,164
Y92.193,BEDROOM IN OTH RESIDENTIAL INSTITUTION AS PLACE,191
Y92.194,DRIVEWAY OF RESIDENTIAL INSTITUTION AS PLACE,17
Y92.195,GARAGE OF RESIDENTIAL INSTITUTION AS PLACE,56
Y92.196,POOL OF RESIDENTIAL INSTITUTION AS PLACE,26
Y92.197,GARDEN OR YARD OF RESIDENTIAL INSTITUTION AS PLACE,25
Y92.198,OTH PLACE IN OTH RESIDENTIAL INSTITUTION AS PLACE,204
Y92.199,UNSP PLACE IN OTH RESIDENTIAL INSTITUTION AS PLACE,1566
Y92.210,DAYCARE CENTER AS PLACE,2410
Y92.211,ELEMENTARY SCHOOL AS PLACE,3877
Y92.212,MIDDLE SCHOOL AS PLACE,1281
